1560025112 -0.003909342 1.061924221 0.054508561 -0.686814578 -0.015227628 -0.006281789 0.726645990
1560025112 -0.005740953 1.101229719 0.056734501 -0.686733678 -0.015643717 -0.006646403 0.726710365
1560025112 -0.014689808 1.139708795 0.059085055 -0.686626226 -0.017157491 -0.008199077 0.726761874
1560025112 -0.015878870 1.181326201 0.061524781 -0.686420559 -0.018817392 -0.009126356 0.726904004
1560025112 -0.019544423 1.224952273 0.065365734 -0.686263283 -0.019098535 -0.009348959 0.727042330
1560025112 -0.019506931 1.268630586 0.068321861 -0.686220255 -0.019546088 -0.009495769 0.727069145
1560025112 -0.020199769 1.311816822 0.070598994 -0.686186936 -0.020044435 -0.009423930 0.727087958
1560025112 -0.021242350 1.355375115 0.073190031 -0.686138901 -0.020360167 -0.009439423 0.727124315
1560025112 -0.022022568 1.398937221 0.075436898 -0.686100492 -0.020536037 -0.009547022 0.727154207
1560025113 -0.022713902 1.442541070 0.076740117 -0.686169137 -0.020727308 -0.010054967 0.727077156
1560025113 -0.025572730 1.486594429 0.080087143 -0.686186576 -0.020286404 -0.010731504 0.727063464
1560025113 -0.025512833 1.528946036 0.081199551 -0.686320583 -0.020016424 -0.011524155 0.726932317
1560025113 -0.025892704 1.571884010 0.081735576 -0.686632115 -0.019616828 -0.012710347 0.726629180
1560025113 -0.025510892 1.612928161 0.082230088 -0.686909813 -0.018692516 -0.014533968 0.726356843
1560025113 -0.024793337 1.655199747 0.083615947 -0.687187006 -0.017756924 -0.016648341 0.726072685
1560025113 -0.025958443 1.699552111 0.086384510 -0.687618307 -0.016274055 -0.018972594 0.725641964
1560025113 -0.024203038 1.741334199 0.086730312 -0.687954614 -0.014774073 -0.021290754 0.725290893
1560025113 -0.022242633 1.783184470 0.086398023 -0.688505000 -0.012916501 -0.023970393 0.724720256
1560025113 -0.021725039 1.825537287 0.089463490 -0.688828828 -0.010203896 -0.026538433 0.724366232
1560025113 -0.018122768 1.868554768 0.088650210 -0.688887576 -0.007145239 -0.029157725 0.724246284
1560025113 -0.014819606 1.907493543 0.088706761 -0.688909548 -0.004300304 -0.032231024 0.724117603
1560025113 -0.013548799 1.958994776 0.089257390 -0.689418297 -0.001533596 -0.035432975 0.723494689
1560025113 -0.010133358 1.997897165 0.089644709 -0.689500695 0.001507689 -0.038493291 0.723259832
1560025113 -0.006009000 2.043107600 0.094480975 -0.689100334 0.005730495 -0.040845133 0.723491234
1560025114 -0.000542498 2.073627414 0.091850174 -0.689754966 0.009981742 -0.043933957 0.722639785
1560025114 0.004529098 2.109778644 0.093544817 -0.689731596 0.014293125 -0.047428724 0.722368706
1560025114 0.011429721 2.147373753 0.088220642 -0.691103346 0.018559374 -0.051888805 0.720651973
1560025114 0.018730281 2.186965918 0.086807083 -0.691800838 0.023656347 -0.057253301 0.719426186
1560025114 0.027426325 2.224890044 0.082843691 -0.692697610 0.029307059 -0.064542312 0.717736308
1560025114 0.037467544 2.264086597 0.080653945 -0.693415753 0.037135906 -0.072198544 0.715948943
1560025114 0.049630660 2.300485491 0.077862073 -0.694287568 0.046121799 -0.081419524 0.713588406
1560025114 0.063309502 2.336391366 0.077075541 -0.693896740 0.057075191 -0.092655816 0.711803791
1560025114 0.079080349 2.370994722 0.076665866 -0.692940803 0.069239868 -0.105380470 0.709882977
1560025114 0.097645330 2.405113201 0.076177924 -0.691566272 0.083221151 -0.118686322 0.707618463
1560025114 0.118309621 2.438940227 0.075870007 -0.689493799 0.099307851 -0.132176408 0.705170653
1560025114 0.139853406 2.470279519 0.075524742 -0.687095164 0.115057398 -0.147004448 0.702176419
1560025114 0.162205349 2.499857748 0.075222588 -0.684219745 0.130324187 -0.162400738 0.698916982
1560025114 0.185450369 2.528690756 0.075660689 -0.680870753 0.145852849 -0.177050577 0.695553777
1560025114 0.210490091 2.557185081 0.075622093 -0.677609015 0.161539966 -0.190966132 0.691579929
1560025115 0.236670687 2.585751551 0.076139417 -0.673795532 0.179082645 -0.202840737 0.687593356
1560025115 0.263911764 2.612987851 0.077215472 -0.669420590 0.195014452 -0.215855207 0.683558312
1560025115 0.291950115 2.637642080 0.076855464 -0.666010533 0.210458640 -0.229316167 0.677902077
1560025115 0.320249267 2.660907300 0.076649627 -0.661806679 0.224063419 -0.243309334 0.672761527
1560025115 0.349422616 2.683307612 0.076409182 -0.657875810 0.237822370 -0.255355074 0.667408215
1560025115 0.379267385 2.704573473 0.075306648 -0.654536843 0.251305252 -0.266156756 0.661504174
1560025115 0.409208023 2.725048048 0.074994696 -0.650272439 0.263328438 -0.276858603 0.656622572
1560025115 0.439140405 2.744642620 0.075015632 -0.646188627 0.274058363 -0.286295861 0.652201619
1560025115 0.469873529 2.764802484 0.074554305 -0.642503426 0.283479022 -0.294733641 0.648044036
1560025115 0.500065905 2.783758076 0.074208654 -0.639095915 0.291778566 -0.302022042 0.644363536
1560025115 0.530125411 2.801926881 0.073224717 -0.636366831 0.298869581 -0.308148324 0.640904704
1560025115 0.561238662 2.820901302 0.072815194 -0.633242402 0.306068573 -0.313335549 0.638080656
1560025115 0.591881855 2.839210704 0.072017070 -0.630527985 0.311805987 -0.318452132 0.635452380
1560025115 0.622623200 2.857800081 0.071147269 -0.628308715 0.316764454 -0.322463067 0.633171391
1560025115 0.653371060 2.875872762 0.070140742 -0.626539363 0.321106905 -0.326367525 0.630732131
1560025116 0.684190319 2.893654086 0.068595853 -0.624929748 0.325336540 -0.329767820 0.628388519
1560025116 0.715523711 2.911843534 0.067682374 -0.623345988 0.328919733 -0.332889043 0.626447503
1560025116 0.747512297 2.930033706 0.066396389 -0.621962154 0.332515501 -0.335404048 0.624580376
1560025116 0.778332556 2.947912001 0.066086742 -0.620571863 0.335092067 -0.337892254 0.623243687
1560025116 0.810239152 2.965781059 0.065602336 -0.619509216 0.337594835 -0.339489152 0.622081325
1560025116 0.839885900 2.982396898 0.065287234 -0.618703108 0.339044656 -0.340826707 0.621363292
1560025116 0.869975529 3.000486547 0.065242899 -0.618276055 0.339708508 -0.341264877 0.621185264
1560025116 0.898811289 3.017825037 0.064758193 -0.618380454 0.339534254 -0.340836585 0.621411721
1560025116 0.929139970 3.037109359 0.064707997 -0.619023361 0.338742767 -0.339311153 0.622038067
1560025116 0.957795992 3.056657238 0.064738111 -0.620101469 0.336665777 -0.336987573 0.623353590
1560025116 0.987098688 3.077892749 0.065731573 -0.621760603 0.333321137 -0.333439680 0.625402872
